winery;wine;year;rating;num_reviews;country;region;price;type;body;acidity
Carlos Moro;CM Tinto;2017;04. Mrz;42;Espana;Rioja;17.75;Tempranillo;4;2
Bodegas Frontonio;La Loma & Los Santos Garnacha Blanca - Macabeo;2018;04. Mrz;41;Espana;Valdejalon;40.9;NA;NA;NA
Vinicola Real;200 Monges Rioja Gran Reserva;2005;04. Mrz;40;Espana;Rioja;52.5;Rioja Red;4;3
Terra Remota;Clos Adrien;2016;04. Mrz;40;Espana;Emporda;48.91;Red;4;3
Cal Batllet - Celler Ripoll Sans;Gratallops Escanya-Vella;2018;04. Mrz;40;Espana;Priorato;27. Jan;NA;NA;NA
Ramon Bilbao;Lalomba Finca Ladero;2016;04. Mrz;40;Espana;Rioja;58.25;Rioja Red;4;3
Santa Petronila;Oloroso En Rama;N.V.;04. Mrz;40;Espana;Jerez-Xeres-Sherry;24. Sep;Sherry;4;3
Jimenez-Landi;El Reventon Cebreros;2016;04. Mrz;40;Espana;Castilla y Leon;67.95;Grenache;5;3
Hidalgo (La Gitana);Amontillado Napoleon Vinos Viejos 30 Year Old Sherry;N.V.;04. Mrz;40;Espana;Jerez-Xeres-Sherry;74.9;Sherry;4;3
Chivite;Navarra Vendimia Tardia Coleccion 125;2018;04. Mrz;39;Espana;Navarra;25.95;NA;NA;NA
Espectacle del Montsant;Tinto;2018;04. Mrz;39;Espana;Montsant;119;Montsant Red;4;3
Gallina de Piel;Manar dos Seixas;2019;04. Mrz;38;Espana;Ribeiro;13. Mai;NA;NA;NA
Vinicola Real;200 Monges Edicion Exclusiva Blanco Reserva;2010;04. Mrz;38;Espana;Rioja;51.45;Rioja White;3;3
Cartoixa de Montsalvat;Montsalvat;2005;04. Mrz;38;Espana;Priorato;56.27;Priorat Red;4;3
Arid;Eolic Sauvignon Blanc;2016;04. Mrz;38;Espana;Penedes;Nov 65;Sauvignon Blanc;3;3
Carlos Moro;Finca Valmediano Tinta de Toro 16 Meses Barrica;2012;04. Mrz;38;Espana;Toro;32.9;Toro Red;5;3
Jimenez-Landi;Cantos del Diablo;2018;04. Mrz;38;Espana;Mentrida;197;Grenache;5;3
Bodegas Reyes;Teofilo Reyes Crianza;2019;04. Mrz;38;Espana;Ribera del Duero;14.71;Ribera Del Duero Red;5;3
Gutierrez de la Vega;Recondita Armonia Monastrell Dulce;2018;04. Mrz;38;Espana;Alicante;16.45;NA;NA;NA
Hugas de Batlle;Falguera;2009;04. Mrz;38;Espana;Emporda;53.55;Red;4;3
Atlan & Artisan;Epistem No. 3;2016;04. Mrz;38;Espana;Yecla;18. Sep;Red;4;3
Telmo Rodriguez;Molino Real;2015;04. Mrz;38;Espana;Malaga;53.3;NA;NA;NA
Bodegas Arrocal;Angel Ribera del Duero;2015;04. Mrz;37;Espana;Ribera del Duero;31.9;Ribera Del Duero Red;5;3
Buil & Gine;Pleret;2012;04. Mrz;37;Espana;Priorato;55.5;Priorat Red;4;3
Luis A. Rodriguez Vazquez;A Torna dos Pasas Escolma Ribeiro;2016;04. Mrz;37;Espana;Ribeiro;40.75;Red;4;3
Castell del Remei;Costers Del Segre 1780;2017;04. Mrz;37;Espana;Costers del Segre;22. Sep;Red;4;3
Vizcarra;Ines;2010;04. Mrz;37;Espana;Ribera del Duero;76.87;Ribera Del Duero Red;5;3
Vizcarra;Ines;2014;04. Mrz;37;Espana;Ribera del Duero;79.98;Ribera Del Duero Red;5;3
Valdubon;Honoris;2005;04. Mrz;37;Espana;Ribera del Duero;35;Ribera Del Duero Red;5;3
Emilio Moro;La Revelia Godello;2019;04. Mrz;37;Espana;Bierzo;21.65;NA;NA;NA
Altanza;Club Rioja Reserva;2012;04. Mrz;36;Espana;Rioja;20.95;Rioja Red;4;3
Bodegas Y Vinedos Alilian;Camino del Abuelo Vinas Viejas;2013;04. Mrz;36;Espana;Ribera del Duero;243.8;Ribera Del Duero Red;5;3
Artadi;La Morera de San Lazaro;2016;04. Mrz;36;Espana;Vino de Espana;80;Tempranillo;4;2
Real de Asua;Tinto;2000;04. Mrz;36;Espana;Rioja;60.4;Rioja Red;4;3
Artadi;Quintanilla;2016;04. Mrz;35;Espana;Vino de Espana;65.9;Tempranillo;4;2
Taron;Reserva;2014;04. Mrz;35;Espana;Rioja Alta;10. Feb;Rioja Red;4;3
Sebio;Salvaxe;2018;04. Mrz;35;Espana;Ribeiro;26.75;NA;NA;NA
R. Lopez de Heredia;Vina Tondonia Reserva;2014;04. Mrz;35;Espana;Rioja;47.95;Rioja Red;4;3
Gramona;Vi De Glass Gewurztraminer;2017;04. Mrz;35;Espana;Cataluna;18.58;NA;NA;NA
Goyo Garcia Viadero;Finca Los Quemados;2016;04. Mrz;35;Espana;Ribera del Duero;27. Jul;Ribera Del Duero Red;5;3
Bodegas Reyes;Teofilo Reyes Crianza;2018;04. Mrz;35;Espana;Ribera del Duero;Nov 94;Ribera Del Duero Red;5;3
Marques de Caceres;Rioja Reserva;1985;04. Mrz;35;Espana;Rioja;45;Rioja Red;4;3
Santiago Ruiz;Albarino (O Rosal);2021;04. Mrz;35;Espana;Rias Baixas;13.45;Albarino;3;3
Terroir Al Limit Soc. Lda;Les Manyes;2017;04. Mrz;35;Espana;Priorato;180;Priorat Red;4;3
Pujanza;Rioja;2005;04. Mrz;34;Espana;Rioja;29;Rioja Red;4;3
Mauro Estevez;Vino de Autor Ribeiro Blanco;2020;04. Mrz;34;Espana;Ribeiro;15. Sep;NA;NA;NA
Finca Valpiedra;Rioja Reserva;1994;04. Mrz;34;Espana;Rioja;65;Rioja Red;4;3
Mas Bertran;Argila Reserva 3 Anys Brut Nature;2013;04. Mrz;34;Espana;Penedes;21. Jun;Sparkling;2;3
Bodegas Gama;Octogenarius;2014;04. Mrz;34;Espana;Rioja;46.5;Grenache;5;3
Edetaria;Finca La Pedrissa;2015;04. Mrz;34;Espana;Terra Alta;37.9;Red;4;3
Hacienda Zorita Natural Reserve;Magister;2017;04. Mrz;35;Espana;Arribes;35.5;Red;4;3
Valtravieso;Ribera del Duero Vendimia Seleccionada VT;2018;04. Mrz;34;Espana;Ribera del Duero;27. Sep;Ribera Del Duero Red;5;3
Ton Rimbau;Porcellanic VI Xarel-lo Sur Lie;2011;04. Mrz;33;Espana;Penedes;110.47;NA;NA;NA
Can Xanet;Sibila;2017;04. Mrz;33;Espana;Mallorca;32.46;Red;4;3
Castillo Perelada;Emporda Reserva Especial Don Miguel Mateu;2015;04. Mrz;33;Espana;Emporda;15.56;Red;4;3
A Coroa;200 Cestos Godello;2020;04. Mrz;33;Espana;Valdeorras;23. Jul;NA;NA;NA
Sebio;Heaven & Hell;2017;04. Mrz;32;Espana;Galicia;18. Mai;NA;NA;NA
Celler de Capcanes;Cabrida Montsant;2018;04. Mrz;32;Espana;Montsant;36.85;Montsant Red;4;3
Alonso & Pedrajo;Suane Blanco;2017;04. Mrz;32;Espana;Rioja;23. Sep;Rioja White;3;3
Bodegas Amaren;Garnacha;2014;04. Mrz;32;Espana;Rioja;38;Grenache;5;3
Jimenez-Landi;Cantos del Diablo;2017;04. Mrz;33;Espana;Mentrida;101.01;Grenache;5;3
Bodegas Ochoa;Vendimia Tardia Moscatel;2020;04. Mrz;32;Espana;Navarra;13.75;NA;NA;NA
Mandia Vell;Pinot Noir;2017;04. Mrz;31;Espana;Mallorca;29.38;Red;4;3
Bodega Juan Carlos Sancha;Cerro La Isa Blanco;2018;04. Mrz;31;Espana;Rioja;44.9;Rioja White;3;3
Valdecuevas;Cuvee Verdejo;2018;04. Mrz;31;Espana;Rueda;12;Verdejo;3;3
Algueira;Anadelia;2015;04. Mrz;31;Espana;Ribeira Sacra;38.5;NA;NA;NA
Sebio;Salvaxe;2017;04. Mrz;31;Espana;Ribeiro;28.35;NA;NA;NA
Telmo Rodriguez;Tabuerniga;2018;04. Mrz;31;Espana;Rioja;65.22;Rioja Red;4;3
Mocen;Seleccion Especial Verdejo;2021;04. Mrz;32;Espana;Rueda;Jun 26;Verdejo;3;3
Estones;Coster d'en Fornos;2017;04. Mrz;31;Espana;Montsant;40.55;Montsant Red;4;3
Bodega Tameran;Malvasia Volcanica;2020;04. Mrz;31;Espana;Gran Canaria;31.9;NA;NA;NA
Inurrieta;Laderas de Inurrieta;2017;04. Mrz;30;Espana;Navarra;26. Jan;Red;4;3
Telmo Rodriguez;El Velado Tinto;2017;04. Mrz;30;Espana;Rioja;73.95;Rioja Red;4;3
Trus;Pico de Luyas;2018;04. Mrz;30;Espana;Ribera del Duero;48.9;Ribera Del Duero Red;5;3
Flor de Chasna;Blanco Afrutado;2020;04. Mrz;30;Espana;Abona;Nov 99;NA;NA;NA
Lagar de Sabariz;A Pita Cega;2015;04. Mrz;30;Espana;Galicia;44.8;NA;NA;NA
Mestres;Mas Via Gran Reserva Brut;2002;04. Mrz;29;Espana;Cava;76.17;Cava;2;3
Muga;Prado Enea Gran Reserva;1970;04. Mrz;29;Espana;Rioja;120;Rioja Red;4;3
Campillo;Finca Cuesta Clara Raro Reserva;2016;04. Mrz;29;Espana;Rioja;39.5;Rioja Red;4;3
Naia;Naiades;2018;04. Mrz;29;Espana;Rueda;19. Mrz;Verdejo;3;3
AGE;Fuenmayor Gran Reserva;1959;04. Mrz;29;Espana;Rioja;230;Rioja Red;4;3
Marques de Murrieta;Dalmau Rioja;1996;04. Mrz;29;Espana;Rioja;110;Rioja Red;4;3
Marques de Riscal;Rioja Reserva;1964;04. Mrz;29;Espana;Rioja;310;Rioja Red;4;3
Navajas;Mirador de Navajas Reserva Rioja;2011;04. Mrz;29;Espana;Rioja;287.550.102.072.719;Rioja Red;4;3
Altanza;Coleccion Roberto Amillo Amontillado;N.V.;04. Mrz;29;Espana;Jerez Amontillado;39.9;Sherry;4;3
Alvaro Domecq;1730 Amontillado;N.V.;04. Mrz;29;Espana;Jerez Amontillado;34.65;Sherry;4;3
Allende;Aurus;2011;04. Mrz;29;Espana;Rioja;211.92;Rioja Red;4;3
Bodega Juan Carlos Sancha;Cerro La Isa Garnacha;2018;04. Mrz;28;Espana;Rioja;43.9;Rioja Red;4;3
Vinyes del Terrer;Nus del Terrer;2016;04. Mrz;28;Espana;Tarragona;25. Sep;Red;4;3
Cepas Familiares;Nivel;2018;04. Mrz;28;Espana;Ribera del Duero;35;Ribera Del Duero Red;5;3
Bodegas Faustino;I Gran Reserva;1968;04. Mrz;28;Espana;Rioja;160;Rioja Red;4;3
Dominio de Loalva;Seleccion Especial;2016;04. Mrz;28;Espana;Ribera del Duero;32;Ribera Del Duero Red;5;3
El Regajal;Galia Clos Santuy;2017;04. Mrz;28;Espana;Castilla y Leon;74.9;Red;4;3
Ysios;Seleccion;2016;04. Mrz;28;Espana;Rioja;30;Rioja Red;4;3
Antidoto;Le Rose;2018;04. Mrz;28;Espana;Ribera del Duero;49;NA;NA;NA
Zifar;Pago de las Sabinas;2016;04. Mrz;28;Espana;Ribera del Duero;39.55;Ribera Del Duero Red;5;3
Romate;Old & Plus Oloroso;N.V.;04. Mrz;28;Espana;Jerez Oloroso;45;Sherry;4;3
Altanza;Coleccion Roberto Amillo Palo Cortado;N.V.;04. Mrz;27;Espana;Jerez-Xeres-Sherry;47.7;Sherry;4;3
Volver;Alicante Bouschet by Tarima;2018;04. Mrz;27;Espana;Alicante;14. Sep;Red;4;3
Marques de Riscal;Rioja Gran Reserva;2016;04. Mrz;27;Espana;Rioja;46.45;Rioja Red;4;3
Rodriguez de Vera;Tinto;2017;04. Mrz;27;Espana;Almansa;15.45;Red;4;3
Bordalas Garcia;Gueta-Lupia;2011;04. Mrz;27;Espana;Priorato;31.75;Priorat Red;4;3
Sierra Cantabria;Amancio;2002;04. Mrz;27;Espana;Rioja;110;Rioja Red;4;3
Bodega Tameran;Marmajuelo;2020;04. Mrz;27;Espana;Gran Canaria;29.75;NA;NA;NA
Bodega Tameran;Marmajuelo;2020;04. Mrz;27;Espana;Gran Canaria;29.75;NA;NA;NA
Rimarts;Cava Reserva Especial Chardonnay Brut Nature;2016;04. Mrz;27;Espana;Cava;18. Mai;Cava;2;3
Pinna Fidelis;Ribera del Duero Vendimia Seleccionada;2016;04. Mrz;26;Espana;Ribera del Duero;198.563.175;Ribera Del Duero Red;5;3
Habla;No. 23;2017;04. Mrz;26;Espana;Extremadura;23. Jan;Red;4;3
Jimenez-Landi;Las Iruelas El Tiemblo;2018;04. Mrz;26;Espana;Castilla y Leon;97.07;Grenache;5;3
Loess;Tinto;2019;04. Mrz;26;Espana;Ribera del Duero;Aug 57;Ribera Del Duero Red;5;3
Jimenez-Landi;Cantos del Diablo;2016;04. Mrz;26;Espana;Mentrida;67.95;Grenache;5;3
Javier Sanz Viticultor;V Dulce de Invierno;2018;04. Mrz;26;Espana;Castilla y Leon;17.74;NA;NA;NA
Dominio de Anza;Diego Magana;2020;04. Mrz;26;Espana;Rioja;37.9;Rioja Red;4;3
Bodegas Amaren;Graciano;2012;04. Mrz;26;Espana;Rioja;68;Rioja Red;4;3
Gomez Cruzado;Cerro Las Cuevas Seleccion Terroir;2019;04. Mrz;26;Espana;Rioja;39.89;Rioja Red;4;3
Hacienda Solano;Pena Lobera;2018;04. Mrz;25;Espana;Ribera del Duero;68.9;Ribera Del Duero Red;5;3
Altos de Rioja;Altos R Pigeage Graciano;2016;04. Mrz;25;Espana;Rioja;35;Rioja Red;4;3
Samsara;Ronda;2015;04. Mrz;25;Espana;Sierras de Malaga;32.5;Red;4;3
Ordonez;Nisia Las Suertes Verdejo Old Vines;2020;04. Mrz;25;Espana;Rueda;16. Sep;Verdejo;3;3
Josep Grau Viticultor;Territori;2019;04. Mrz;25;Espana;Montsant;23. Jun;Red;4;3
Cuentavinas;Alomado;2018;04. Mrz;25;Espana;Rioja;46.95;Rioja Red;4;3
Bodegas Gama;Octogenarius;2015;04. Mrz;25;Espana;Rioja;36.9;Grenache;5;3
Miguel Merino;Gran Reserva;2000;04. Mrz;25;Espana;Rioja;48.81;Rioja Red;4;3
Los Aguilares;Pinot Noir;2020;04. Mrz;25;Espana;Sierras de Malaga;33.5;Red;4;3
Nin-Ortiz;Selma de Nin Blanco;2017;04. Mrz;25;Espana;Cataluna;56.95;NA;NA;NA
Zifar;Senda de Los Olivos Roble;2020;04. Mrz;25;Espana;Ribera del Duero;08. Sep;Ribera Del Duero Red;5;3
Felix Solis;Mucho Mas Tinto;N.V.;04. Feb;32624;Espana;Vino de Espana;Apr 99;Red;4;3
Marques de Riscal;Rioja Reserva;2016;04. Feb;16505;Espana;Rioja;15. Sep;Rioja Red;4;3
La Rioja Alta;Vina Ardanza Reserva;2007;04. Feb;9098;Espana;Rioja;23. Jul;Rioja Red;4;3
Marques de Murrieta;Reserva Rioja (Finca Ygay);2016;04. Feb;8318;Espana;Rioja;23;Rioja Red;4;3
Emilio Moro;Ribera del Duero;2018;04. Feb;7825;Espana;Ribera del Duero;19. Mai;Ribera Del Duero Red;5;3
Emilio Moro;Ribera del Duero;2017;04. Feb;7294;Espana;Ribera del Duero;21. Feb;Ribera Del Duero Red;5;3
Tinto Pesquera;Reserva;2012;04. Feb;6567;Espana;Ribera del Duero;27;Ribera Del Duero Red;5;3
La Rioja Alta;Vina Ardanza Reserva;2008;04. Feb;6532;Espana;Rioja;33;Rioja Red;4;3
El Coto;Coto de Imaz Rioja Gran Reserva;2012;04. Feb;6256;Espana;Rioja;16.14;Rioja Red;4;3
Dominio de Pingus;PSI;2016;04. Feb;6163;Espana;Ribera del Duero;37.95;Ribera Del Duero Red;5;3
La Rioja Alta;Vina Alberdi Reserva;2015;04. Feb;5802;Espana;Rioja;17. Feb;Rioja Red;4;3
Abadia Retuerta;Seleccion Especial;2014;04. Feb;5178;Espana;Sardon de Duero;49.85;Red;4;3
Mar de Frades;Rias Baixas Albarino Atlantico;2019;04. Feb;4610;Espana;Rias Baixas;14.95;Albarino;3;3
Matarromera;Crianza;2016;04. Feb;4127;Espana;Ribera del Duero;Sep 76;Ribera Del Duero Red;5;3
Arzuaga;Ribera del Duero Crianza;2016;04. Feb;4091;Espana;Ribera del Duero;19.16;Ribera Del Duero Red;5;3
La Rioja Alta;Vina Alberdi Reserva;2016;04. Feb;3825;Espana;Rioja;15. Aug;Rioja Red;4;3
Imperial;Rioja Reserva;2015;04. Feb;3788;Espana;Rioja;198.333.333.333.333;Rioja Red;4;3
Protos;27 Ribera del Duero;2016;04. Feb;3725;Espana;Ribera del Duero;21;Ribera Del Duero Red;5;3
Terras Gauda;Terras Gauda O Rosal;2020;04. Feb;3648;Espana;Rias Baixas;Dez 29;Albarino;3;3
Protos;27 Ribera del Duero;2017;04. Feb;3545;Espana;Ribera del Duero;23.75;Ribera Del Duero Red;5;3
Remelluri;Rioja Reserva;2012;04. Feb;3453;Espana;Rioja;15.83;Rioja Red;4;3
Arzuaga;Ribera del Duero Crianza;2017;04. Feb;3354;Espana;Ribera del Duero;15.45;Ribera Del Duero Red;5;3
Familia Torres;Salmos;2016;04. Feb;3225;Espana;Priorato;24.85;Priorat Red;4;3
Pago de Los Capellanes;Crianza Tinto;2017;04. Feb;3224;Espana;Ribera del Duero;20.95;Ribera Del Duero Red;5;3
Marques de Riscal;Rioja Gran Reserva;2007;04. Feb;3101;Espana;Rioja;28.43;Rioja Red;4;3
R. Lopez de Heredia;Vina Bosconia Reserva;2008;04. Feb;2901;Espana;Rioja Alta;22.58;Rioja Red;4;3
Bodegas Mauro;Red;2011;04. Feb;2820;Espana;Castilla y Leon;58.26;Red;4;3
R. Lopez de Heredia;Vina Bosconia Reserva;2007;04. Feb;2820;Espana;Rioja Alta;20.95;Rioja Red;4;3
Familia Torres;Mas La Plana Cabernet Sauvignon;2010;04. Feb;2788;Espana;Penedes;48.4;Cabernet Sauvignon;4;3
Rafael Palacios;Louro Godello;2019;04. Feb;2685;Espana;Valdeorras;19. Jul;NA;NA;NA
Imperial;Rioja Reserva;2016;04. Feb;2676;Espana;Rioja;24.75;Rioja Red;4;3
Bodegas Roda;Roda Reserva Rioja;2015;04. Feb;2478;Espana;Rioja;55.47;Rioja Red;4;3
Bodegas Roda;Roda Reserva Rioja;2012;04. Feb;2375;Espana;Rioja;28. Apr;Rioja Red;4;3
Imperial;Rioja Reserva;2014;04. Feb;2364;Espana;Rioja;27. Jun;Rioja Red;4;3
Juan Gil;Jumilla Blue Label;2015;04. Feb;2271;Espana;Jumilla;24.76;Red;4;3
Juan Gil;Jumilla Blue Label;2018;04. Feb;2234;Espana;Jumilla;24. Jun;Red;4;3
Juan Gil;Jumilla Blue Label;2017;04. Feb;2135;Espana;Jumilla;22. Mai;Red;4;3
Bodegas Faustino;I Gran Reserva;1994;04. Feb;2074;Espana;Rioja;124.5;Rioja Red;4;3
Carmelo Rodero;Crianza;2017;04. Feb;2050;Espana;Ribera del Duero;19.99;Ribera Del Duero Red;5;3
Atalaya;La Atalaya del Camino;2017;04. Feb;2022;Espana;Almansa;11. Aug;Red;4;3
Protos;27 Ribera del Duero;2018;04. Feb;1981;Espana;Ribera del Duero;23.74;Ribera Del Duero Red;5;3
Bodegas Roda;Roda Reserva Rioja;2013;04. Feb;1931;Espana;Rioja;30.35;Rioja Red;4;3
Protos;Gran Reserva;2012;04. Feb;1921;Espana;Ribera del Duero;38.84;Ribera Del Duero Red;5;3
Remelluri;Rioja Reserva;2013;04. Feb;1768;Espana;Rioja;21. Mai;Rioja Red;4;3
Tinto Pesquera;Reserva;2015;04. Feb;1688;Espana;Ribera del Duero;29.95;Ribera Del Duero Red;5;3
Marques de Riscal;Rioja 150 Aniversario;2010;04. Feb;1686;Espana;Rioja;59;Rioja Red;4;3
Pintia;Toro;2006;04. Feb;1665;Espana;Toro;98.9;Toro Red;5;3
Bodegas Roda;Roda Reserva Rioja;2014;04. Feb;1645;Espana;Rioja;59.9;Rioja Red;4;3
Alto Moncayo;Veraton Garnacha;2014;04. Feb;1627;Espana;Campo de Borja;19.94;Grenache;5;3
R. Lopez de Heredia;Vina Bosconia Reserva;2009;04. Feb;1611;Espana;Rioja Alta;23.52;Rioja Red;4;3
Casa Rojo;Alexander vs. The Ham Factory;2016;04. Feb;1573;Espana;Ribera del Duero;333.733.333.333.333;Ribera Del Duero Red;5;3
Dominio de Pingus;PSI;2019;04. Feb;1355;Espana;Ribera del Duero;34.5;Ribera Del Duero Red;5;3
Alto Moncayo;Veraton Garnacha;2018;04. Feb;1343;Espana;Campo de Borja;21. Jun;Grenache;5;3
La Rioja Alta;Vina Alberdi Crianza;2015;04. Feb;1341;Espana;Rioja;11. Feb;Rioja Red;4;3
Huerta de Albala;Taberner Tierra de Cadiz;2014;04. Feb;1337;Espana;Cadiz;320.010.770.950.795;Syrah;4;3
Marques de Riscal;Rioja Gran Reserva;2011;04. Feb;1319;Espana;Rioja;39.5;Rioja Red;4;3
Garmon;Ribera del Duero;2015;04. Feb;1308;Espana;Ribera del Duero;33.59;Ribera Del Duero Red;5;3
Marques de Murrieta;Capellania Reserva;2015;04. Feb;1301;Espana;Rioja;29.15;Rioja White;3;3
Aster;Finca El Otero;2014;04. Feb;1267;Espana;Ribera del Duero;28.75;Ribera Del Duero Red;5;3
Matarromera;Crianza;2017;04. Feb;1209;Espana;Ribera del Duero;16.88;Ribera Del Duero Red;5;3
Gramona;Gessami;2019;04. Feb;1164;Espana;Penedes;Sep 95;NA;NA;NA
Dominio de Atauta;Dominio de Atauta;2016;04. Feb;1159;Espana;Ribera del Duero;25.71;Ribera Del Duero Red;5;3
Bodegas Ximenez-Spinola;Finest Old Harvest Medium;N.V.;04. Feb;1155;Espana;Jerez-Xeres-Sherry;18.87;Pedro Ximenez;5;1
Huerta de Albala;Taberner Tierra de Cadiz;2015;04. Feb;1125;Espana;Cadiz;17. Apr;Syrah;4;3
Montecastro;Ribera del Duero Red;2015;04. Feb;1095;Espana;Ribera del Duero;18. Sep;Ribera Del Duero Red;5;3
Bosque de Matasnos;Bosque de Matasnos Etiqueta Blanca;2017;04. Feb;1093;Espana;Ribera del Duero;55.75;Ribera Del Duero Red;5;3
Garmon;Ribera del Duero;2014;04. Feb;1086;Espana;Ribera del Duero;37.9;Ribera Del Duero Red;5;3
Bodegas La Horra;Corimbo I;2014;04. Feb;1078;Espana;Ribera del Duero;39;Ribera Del Duero Red;5;3
Carmelo Rodero;Crianza;2018;04. Feb;1070;Espana;Ribera del Duero;16.49;Ribera Del Duero Red;5;3
Lustau;Vermut Rojo;N.V.;04. Feb;1058;Espana;Jerez-Xeres-Sherry;11. Sep;NA;NA;NA
Atalaya;La Atalaya del Camino;2019;04. Feb;1048;Espana;Almansa;Nov 66;Red;4;3
R. Lopez de Heredia;Vina Tondonia Reserva Blanco;2005;04. Feb;1043;Espana;Rioja Alta;26. Sep;Rioja White;3;3
Protos;Reserva 5 Ano;2015;04. Feb;1040;Espana;Ribera del Duero;22.95;Ribera Del Duero Red;5;3
Emilio Moro;Malleolus;2014;04. Feb;1030;Espana;Ribera del Duero;31.95;Ribera Del Duero Red;5;3
Gonzalez-Byass;Del Duque Amontillado Sherry VORS;N.V.;04. Feb;1016;Espana;Jerez Amontillado;77.22;Sherry;4;3
Alvaro Palacios;Les Terrasses Velles Vinyes Priorat;2017;04. Feb;1016;Espana;Priorato;85.9;Priorat Red;4;3
Familia Torres;Salmos;2017;04. Feb;1008;Espana;Priorato;20.99;Priorat Red;4;3
Bodega Numanthia;Numanthia;2013;04. Feb;998;Espana;Toro;51.19;Toro Red;5;3
Alvaro Palacios;Les Terrasses Laderas de Pizarra;2016;04. Feb;970;Espana;Priorato;32.25;Priorat Red;4;3
Merum Priorati;Inici;2017;04. Feb;969;Espana;Priorato;39;Priorat Red;4;3
Familia Torres;Mas La Plana Cabernet Sauvignon;2016;04. Feb;964;Espana;Penedes;56.26;Cabernet Sauvignon;4;3
Bodegas La Horra;Corimbo I;2011;04. Feb;918;Espana;Ribera del Duero;23. Apr;Ribera Del Duero Red;5;3
Castillo Perelada;5 Finques (Fincas) Reserva;2017;04. Feb;918;Espana;Emporda;Nov 35;Red;4;3
Bodegas La Horra;Corimbo I;2013;04. Feb;915;Espana;Ribera del Duero;37.5;Ribera Del Duero Red;5;3
Quinta Sardonia;QS;2010;04. Feb;900;Espana;Castilla y Leon;40.76;Red;4;3
Martinet;Martinet Bru (Garnatxa - Syrah);2019;04. Feb;897;Espana;Priorato;21. Sep;Priorat Red;4;3
La Rioja Alta;Vina Ardanza Reserva;2000;04. Feb;883;Espana;Rioja;161;Rioja Red;4;3
Vinedos de Paganos;El Puntido;2013;04. Feb;879;Espana;Rioja;34.41;Rioja Red;4;3
Emilio Moro;Ribera del Duero;2019;04. Feb;876;Espana;Ribera del Duero;16.95;Ribera Del Duero Red;5;3
Alvaro Palacios;Finca Dofi;2015;04. Feb;865;Espana;Priorato;52.5;Priorat Red;4;3
Protos;Reserva 5 Ano;2014;04. Feb;855;Espana;Ribera del Duero;19.53;Ribera Del Duero Red;5;3
Bodegas Valduero;Ribera Del Duero Reserva;2012;04. Feb;852;Espana;Ribera del Duero;30;Ribera Del Duero Red;5;3
Baluarte;Muscat;2020;04. Feb;842;Espana;Navarra;05. Mai;NA;NA;NA
Marques de Riscal;Rioja Gran Reserva;2014;04. Feb;840;Espana;Rioja;35.63;Rioja Red;4;3
Bodegas Roda;Roda Reserva Rioja;2017;04. Feb;834;Espana;Rioja;25. Mai;Rioja Red;4;3
Bodegas Amaren;Angeles de Amaren Tempranillo - Graciano;2015;04. Feb;832;Espana;Rioja;19.38;Rioja Red;4;3
Marques de Murrieta;Reserva Rioja (Finca Ygay);2017;04. Feb;811;Espana;Rioja;20. Sep;Rioja Red;4;3
Arzuaga;Ribera del Duero Crianza;2019;04. Feb;806;Espana;Ribera del Duero;18. Mai;Ribera Del Duero Red;5;3
Marques de Riscal;Reserva XR;2015;04. Feb;778;Espana;Rioja;23;Rioja Red;4;3
Familia Torres;Purgatori Costers del Segre;2016;04. Feb;778;Espana;Costers del Segre;38.37;Red;4;3
Familia Torres;Purgatori Costers del Segre;2017;04. Feb;777;Espana;Costers del Segre;25. Mai;Red;4;3
Ramon Bilbao;Mirto;2012;04. Feb;776;Espana;Rioja;35;Rioja Red;4;3
Ossian;Vinas Viejas Verdejo;2015;04. Feb;769;Espana;Castilla y Leon;30;Verdejo;3;3
Hispano Suizas;Bassus Pinot Noir;2017;04. Feb;753;Espana;Utiel-Requena;18.95;Red;4;3
Murviedro;Sericis Cepas Viejas Monastrell;2017;04. Feb;745;Espana;Valencia;Aug 95;Monastrell;5;3
Castillo Perelada;Finca Malaveina;2016;04. Feb;740;Espana;Emporda;25.35;Red;4;3
Montecastro;Ribera del Duero Red;2018;04. Feb;733;Espana;Ribera del Duero;18. Mai;Ribera Del Duero Red;5;3
Contino;Rioja Gran Reserva;2008;04. Feb;732;Espana;Rioja;36;Rioja Red;4;3
Contino;Rioja Gran Reserva;2009;04. Feb;731;Espana;Rioja;85.8;Rioja Red;4;3
Hispano Suizas;Bassus Pinot Noir;2018;04. Feb;721;Espana;Utiel-Requena;19.25;Red;4;3
Quinta Sardonia;QS;2007;04. Feb;707;Espana;Castilla y Leon;37.5;Red;4;3
VALENCISO;Rioja Reserva;2014;04. Feb;696;Espana;Rioja;19. Apr;Rioja Red;4;3
Gramona;Gessami;2020;04. Feb;692;Espana;Penedes;11. Feb;NA;NA;NA
Remirez de Ganuza;Rioja Reserva Fincas de Ganuza;2014;04. Feb;684;Espana;Rioja;29. Mai;Rioja Red;4;3
Barahonda;Summum Monastrell;2017;04. Feb;682;Espana;Yecla;15.95;Monastrell;5;3
Losada;Altos de Losada;2017;04. Feb;676;Espana;Bierzo;18. Apr;Mencia;3;3
Alvaro Palacios;Finca Dofi;2014;04. Feb;671;Espana;Priorato;59.95;Priorat Red;4;3
